N,P,K,temperature,humidity,ph,rainfall,label
38.0,51.0,52.0,32.662,90.789,6.928,78.851,Papaya
54.0,65.0,47.0,27.928,91.556,6.722,149.911,Papaya
57.0,57.0,51.0,39.018,91.488,6.992,105.884,Papaya
39.0,52.0,53.0,32.512,94.659,6.704,51.07,Papaya
58.0,67.0,45.0,38.724,91.725,6.702,62.624,Papaya
61.0,64.0,52.0,43.302,92.834,6.641,110.562,Papaya
34.0,62.0,55.0,27.585,90.725,6.585,238.501,Papaya
31.0,48.0,45.0,40.789,92.91,6.563,132.792,Papaya
47.0,46.0,52.0,23.195,91.403,6.502,206.4,Papaya
32.0,68.0,52.0,32.681,92.617,6.8,248.859,Papaya
36.0,59.0,46.0,34.289,93.611,6.721,127.251,Papaya
61.0,51.0,51.0,39.301,94.162,6.575,120.951,Papaya
70.0,54.0,46.0,39.731,91.122,6.919,122.763,Papaya
44.0,56.0,49.0,39.233,91.256,6.52,64.448,Papaya
34.0,68.0,51.0,27.347,94.178,6.687,40.352,Papaya
50.0,59.0,47.0,40.77,92.093,6.748,209.868,Papaya
39.0,70.0,52.0,26.266,90.797,6.651,59.494,Papaya
34.0,61.0,49.0,28.13,93.321,6.503,117.82,Papaya
44.0,60.0,55.0,34.28,90.556,6.825,98.54,Papaya
31.0,62.0,52.0,33.796,93.008,6.991,182.027,Papaya
65.0,62.0,51.0,31.532,90.874,6.512,207.074,Papaya
44.0,57.0,53.0,42.305,90.514,6.932,74.877,Papaya
50.0,47.0,48.0,24.637,90.62,6.713,218.23,Papaya
43.0,50.0,48.0,28.282,91.371,6.63,179.272,Papaya
60.0,46.0,53.0,24.486,92.983,6.762,183.491,Papaya
70.0,68.0,55.0,42.846,94.635,6.691,78.81,Papaya
59.0,62.0,52.0,43.675,93.109,6.609,103.824,Papaya
60.0,58.0,51.0,42.072,92.922,6.841,165.741,Papaya
42.0,60.0,47.0,33.469,92.127,6.835,136.828,Papaya
35.0,66.0,47.0,31.702,91.662,6.953,48.838,Papaya
34.0,65.0,48.0,41.42,90.039,6.665,199.31,Papaya
36.0,54.0,46.0,42.547,94.945,6.663,214.41,Papaya
39.0,64.0,52.0,28.918,94.637,6.679,63.688,Papaya
37.0,52.0,47.0,43.08,93.903,6.543,211.853,Papaya
33.0,47.0,46.0,29.203,93.968,6.839,209.408,Papaya
34.0,48.0,48.0,41.042,91.373,6.805,181.528,Papaya
49.0,54.0,50.0,25.624,93.182,6.763,97.263,Papaya
40.0,65.0,49.0,35.329,91.061,6.678,163.907,Papaya
68.0,52.0,49.0,24.426,92.277,6.577,63.353,Papaya
50.0,46.0,52.0,31.183,90.216,6.734,54.019,Papaya
65.0,63.0,50.0,31.883,91.326,6.524,79.272,Papaya
40.0,49.0,47.0,42.934,91.176,6.502,246.361,Papaya
42.0,53.0,48.0,23.114,94.32,6.758,231.515,Papaya
49.0,55.0,51.0,24.872,93.906,6.677,135.169,Papaya
59.0,62.0,49.0,43.361,93.352,6.941,114.778,Papaya
63.0,58.0,47.0,26.831,90.754,6.864,144.666,Papaya
70.0,65.0,52.0,30.42,93.127,6.584,75.953,Papaya
63.0,50.0,52.0,28.646,93.226,6.752,115.816,Papaya
40.0,64.0,47.0,32.5,93.479,6.894,71.738,Papaya
63.0,58.0,50.0,43.037,94.643,6.721,41.586,Papaya
45.0,58.0,49.0,30.108,90.345,6.828,75.245,Papaya
66.0,69.0,47.0,23.692,93.611,6.912,87.534,Papaya
54.0,67.0,52.0,35.677,93.306,6.586,141.338,Papaya
69.0,67.0,52.0,27.719,94.439,6.827,82.831,Papaya
67.0,68.0,49.0,35.268,92.383,6.822,149.849,Papaya
45.0,57.0,47.0,23.169,90.788,6.656,161.689,Papaya
56.0,50.0,52.0,33.087,92.252,6.77,88.13,Papaya
70.0,50.0,53.0,37.462,90.45,6.934,172.346,Papaya
44.0,47.0,45.0,38.732,94.736,6.579,218.142,Papaya
50.0,60.0,47.0,32.577,92.749,6.928,93.794,Papaya
52.0,51.0,53.0,38.382,93.104,6.986,210.274,Papaya
35.0,68.0,45.0,42.936,90.094,6.612,234.847,Papaya
68.0,69.0,52.0,25.655,92.745,6.813,52.955,Papaya
32.0,55.0,52.0,37.589,91.997,6.968,159.658,Papaya
32.0,55.0,51.0,29.607,93.156,6.574,62.687,Papaya
48.0,62.0,47.0,25.348,93.029,6.803,174.401,Papaya
39.0,69.0,53.0,25.93,93.024,6.965,241.82,Papaya
49.0,61.0,45.0,32.768,94.574,6.764,240.48,Papaya
48.0,57.0,54.0,29.023,90.204,6.618,126.807,Papaya
69.0,66.0,49.0,40.004,90.17,6.527,92.119,Papaya
53.0,55.0,55.0,33.323,91.253,6.71,234.497,Papaya
38.0,61.0,52.0,31.228,94.94,6.621,46.443,Papaya
57.0,64.0,55.0,26.684,92.959,6.584,62.507,Papaya
51.0,57.0,55.0,24.705,90.147,6.676,108.41,Papaya
56.0,65.0,45.0,38.202,93.974,6.751,218.091,Papaya
54.0,66.0,52.0,36.568,93.795,6.868,104.422,Papaya
58.0,55.0,47.0,26.054,93.691,6.742,240.686,Papaya
68.0,70.0,54.0,31.3,92.76,6.986,54.778,Papaya
42.0,59.0,55.0,40.102,94.351,6.979,149.12,Papaya
43.0,64.0,47.0,38.59,91.581,6.826,102.271,Papaya
35.0,67.0,49.0,41.313,91.151,6.617,239.743,Papaya
56.0,59.0,55.0,37.036,91.794,6.552,188.518,Papaya
39.0,64.0,53.0,23.012,91.074,6.599,208.336,Papaya
18.0,30.0,29.0,26.763,92.861,6.42,224.59,Coconut
37.0,23.0,28.0,25.613,94.314,5.74,224.321,Coconut
13.0,28.0,33.0,28.13,95.648,5.687,151.076,Coconut
2.0,21.0,35.0,25.029,91.537,6.294,179.825,Coconut
10.0,18.0,35.0,27.798,99.646,6.382,181.694,Coconut
7.0,11.0,32.0,29.259,95.113,5.542,184.762,Coconut
39.0,5.0,31.0,27.101,93.7,5.552,150.95,Coconut
34.0,6.0,27.0,25.847,90.927,5.861,147.889,Coconut
31.0,30.0,29.0,26.586,90.986,5.559,178.812,Coconut
25.0,7.0,35.0,28.385,99.188,5.558,189.671,Coconut
16.0,18.0,26.0,28.436,91.813,5.568,145.541,Coconut
26.0,10.0,33.0,28.273,96.936,6.071,198.823,Coconut
27.0,8.0,32.0,27.006,96.462,5.628,144.333,Coconut
37.0,18.0,30.0,27.636,99.349,6.385,157.917,Coconut
19.0,15.0,34.0,26.296,99.658,5.686,215.92,Coconut
0.0,19.0,33.0,27.133,95.238,6.234,204.721,Coconut
31.0,20.0,26.0,25.566,97.614,6.443,199.794,Coconut
9.0,17.0,32.0,25.95,93.405,5.842,172.054,Coconut
22.0,11.0,29.0,28.034,95.016,5.956,218.006,Coconut
31.0,6.0,26.0,29.129,91.309,5.741,157.239,Coconut
34.0,6.0,30.0,27.083,97.002,5.948,171.758,Coconut
24.0,6.0,32.0,28.113,90.017,6.387,172.481,Coconut
1.0,8.0,26.0,27.514,94.19,5.563,156.673,Coconut
31.0,13.0,33.0,27.638,95.488,5.86,205.546,Coconut
10.0,9.0,28.0,29.013,94.01,6.283,150.05,Coconut
36.0,27.0,26.0,26.584,95.789,6.254,171.626,Coconut
38.0,24.0,33.0,28.289,97.004,5.974,142.94,Coconut
11.0,6.0,25.0,28.692,96.652,6.082,178.964,Coconut
16.0,14.0,30.0,29.709,96.305,6.375,209.845,Coconut
33.0,14.0,35.0,27.149,96.664,6.028,149.243,Coconut
16.0,6.0,29.0,29.287,91.956,5.868,132.149,Coconut
32.0,11.0,31.0,25.069,93.314,6.206,134.842,Coconut
38.0,14.0,30.0,26.924,91.201,5.571,194.902,Coconut
8.0,6.0,33.0,28.278,93.648,6.095,171.946,Coconut
23.0,6.0,33.0,29.18,92.73,6.026,204.96,Coconut
29.0,25.0,35.0,28.358,91.645,5.543,160.731,Coconut
24.0,14.0,33.0,29.381,93.276,6.366,218.524,Coconut
32.0,12.0,30.0,25.392,98.09,5.58,218.08,Coconut
30.0,25.0,31.0,26.313,98.62,5.805,208.118,Coconut
14.0,21.0,35.0,29.525,91.912,6.121,194.31,Coconut
27.0,22.0,29.0,28.832,92.172,6.0,145.417,Coconut
40.0,5.0,29.0,28.484,97.769,5.821,160.389,Coconut
17.0,11.0,32.0,28.74,93.397,5.621,156.765,Coconut
30.0,30.0,35.0,25.009,95.592,6.002,165.809,Coconut
28.0,10.0,30.0,29.869,91.147,6.306,192.768,Coconut
39.0,7.0,29.0,27.543,94.591,6.363,150.201,Coconut
32.0,20.0,35.0,26.522,98.382,5.589,144.626,Coconut
7.0,15.0,32.0,25.035,95.897,6.182,174.797,Coconut
29.0,17.0,29.0,29.204,95.67,5.959,211.251,Coconut
34.0,15.0,34.0,27.058,91.105,5.677,224.701,Coconut
14.0,23.0,25.0,26.186,96.966,5.612,135.419,Coconut
18.0,19.0,29.0,27.594,92.485,6.206,162.843,Coconut
7.0,21.0,35.0,25.76,94.658,5.765,131.245,Coconut
24.0,27.0,34.0,28.879,95.113,6.203,145.058,Coconut
39.0,29.0,29.0,26.509,94.484,6.144,199.878,Coconut
29.0,8.0,28.0,26.87,91.725,6.1,214.413,Coconut
10.0,24.0,27.0,27.573,94.905,5.708,145.93,Coconut
0.0,29.0,32.0,28.059,98.367,5.868,171.652,Coconut
32.0,11.0,31.0,29.516,92.565,6.461,131.212,Coconut
37.0,10.0,32.0,28.963,95.163,6.165,222.803,Coconut
20.0,29.0,27.0,25.099,92.361,6.047,157.759,Coconut
31.0,29.0,35.0,27.187,92.199,6.137,141.322,Coconut
17.0,30.0,27.0,29.031,90.791,5.894,205.572,Coconut
1.0,12.0,30.0,27.754,95.946,5.562,131.09,Coconut
6.0,13.0,29.0,27.312,99.969,5.833,201.826,Coconut
15.0,28.0,32.0,28.843,99.643,6.219,224.402,Coconut
27.0,24.0,29.0,26.614,96.973,6.142,191.007,Coconut
3.0,23.0,30.0,29.701,95.658,6.079,215.197,Coconut
8.0,26.0,26.0,25.548,91.642,5.702,212.868,Coconut
20.0,28.0,26.0,26.38,91.499,5.548,167.047,Coconut
26.0,18.0,27.0,27.459,92.907,5.836,142.143,Coconut
1.0,6.0,35.0,27.023,95.719,6.232,147.168,Coconut
27.0,30.0,31.0,28.985,90.74,5.718,148.84,Coconut
23.0,7.0,34.0,26.106,91.524,5.852,134.128,Coconut
0.0,26.0,31.0,25.071,95.022,5.548,192.904,Coconut
38.0,6.0,25.0,25.55,96.928,6.156,191.3,Coconut
25.0,12.0,26.0,28.57,95.679,6.436,134.837,Coconut
40.0,5.0,32.0,26.07,96.704,5.981,143.533,Coconut
0.0,19.0,31.0,25.518,94.384,6.272,178.73,Coconut
26.0,9.0,32.0,25.949,94.739,6.47,144.157,Coconut
35.0,30.0,34.0,28.297,95.411,6.142,182.448,Coconut
19.0,30.0,30.0,29.565,91.409,5.826,224.832,Coconut
31.0,13.0,33.0,29.7,95.212,6.342,148.3,Coconut
17.0,29.0,26.0,26.142,93.284,6.072,195.412,Coconut
2.0,30.0,30.0,26.002,94.8,6.331,209.54,Coconut
30.0,13.0,25.0,27.151,91.489,6.413,164.918,Coconut
8.0,15.0,33.0,28.973,98.099,5.502,213.901,Coconut
18.0,12.0,35.0,26.14,96.386,6.339,131.339,Coconut
8.0,28.0,30.0,25.516,94.335,6.016,135.127,Coconut
40.0,22.0,29.0,27.558,99.982,5.735,174.626,Coconut
27.0,10.0,33.0,27.811,97.484,6.466,154.062,Coconut
21.0,20.0,31.0,25.6,99.724,5.855,165.825,Coconut
3.0,9.0,35.0,26.916,99.847,6.319,225.632,Coconut
22.0,16.0,27.0,29.18,90.272,6.007,188.925,Coconut
27.0,8.0,30.0,26.446,98.299,6.008,221.226,Coconut
22.0,8.0,33.0,28.436,95.884,5.666,203.928,Coconut
28.0,27.0,32.0,28.941,93.001,5.765,191.772,Coconut
23.0,21.0,26.0,26.455,93.45,5.901,149.222,Coconut
37.0,5.0,34.0,25.795,93.842,5.779,152.424,Coconut
19.0,26.0,29.0,26.931,98.803,5.672,166.571,Coconut
133.0,47.0,24.0,24.402,79.197,7.231,90.802,Cotton
136.0,36.0,20.0,23.096,84.863,6.925,71.296,Cotton
104.0,47.0,18.0,23.966,76.977,7.633,90.756,Cotton
133.0,47.0,23.0,24.887,75.621,6.827,89.761,Cotton
126.0,38.0,23.0,25.362,83.633,6.177,88.436,Cotton
126.0,50.0,19.0,24.695,81.736,6.629,78.585,Cotton
113.0,41.0,20.0,25.002,80.54,7.257,96.326,Cotton
121.0,45.0,22.0,22.459,81.307,6.444,64.23,Cotton
121.0,47.0,16.0,23.606,79.296,7.723,72.498,Cotton
129.0,60.0,22.0,24.585,79.124,5.947,71.946,Cotton
107.0,45.0,25.0,23.087,83.555,7.228,71.841,Cotton
122.0,59.0,18.0,23.5,83.635,6.219,79.813,Cotton
140.0,38.0,15.0,24.147,75.883,6.021,69.916,Cotton
102.0,49.0,21.0,24.693,84.844,6.253,89.799,Cotton
111.0,40.0,25.0,24.485,84.449,6.187,90.943,Cotton
131.0,35.0,18.0,24.491,82.244,7.058,64.029,Cotton
135.0,43.0,16.0,23.48,81.73,6.72,86.763,Cotton
100.0,46.0,18.0,24.186,76.042,6.432,69.081,Cotton
123.0,39.0,24.0,25.008,78.18,7.453,86.064,Cotton
117.0,56.0,15.0,25.992,77.054,7.368,89.119,Cotton
121.0,36.0,24.0,23.665,81.691,7.352,99.369,Cotton
101.0,58.0,18.0,25.669,81.381,6.652,78.596,Cotton
107.0,42.0,24.0,22.046,84.63,6.145,86.008,Cotton
100.0,41.0,22.0,22.42,84.558,7.319,93.466,Cotton
125.0,39.0,21.0,25.031,82.213,7.955,95.019,Cotton
105.0,60.0,23.0,23.534,77.217,6.208,87.54,Cotton
102.0,46.0,19.0,22.771,82.599,6.631,81.495,Cotton
131.0,49.0,22.0,25.498,79.975,7.307,67.06,Cotton
139.0,35.0,15.0,25.249,83.463,5.898,86.555,Cotton
108.0,36.0,19.0,22.782,77.512,7.239,64.614,Cotton
118.0,45.0,23.0,23.37,77.432,7.978,71.679,Cotton
107.0,51.0,22.0,24.866,78.221,5.983,79.569,Cotton
125.0,60.0,17.0,24.144,84.516,6.786,80.361,Cotton
113.0,37.0,20.0,25.033,79.044,7.393,97.101,Cotton
131.0,52.0,16.0,23.657,84.476,6.486,88.545,Cotton
115.0,48.0,16.0,25.544,84.092,7.176,88.942,Cotton
113.0,38.0,25.0,22.001,79.473,7.388,90.422,Cotton
111.0,41.0,18.0,23.643,78.126,6.105,80.962,Cotton
111.0,53.0,19.0,23.964,78.028,6.42,84.631,Cotton
122.0,48.0,16.0,24.654,75.635,6.308,61.83,Cotton
108.0,46.0,17.0,24.302,84.877,6.932,65.025,Cotton
132.0,41.0,22.0,24.291,81.025,7.811,90.417,Cotton
103.0,42.0,17.0,24.295,84.615,6.528,81.059,Cotton
133.0,50.0,25.0,25.722,81.197,7.569,99.931,Cotton
127.0,37.0,18.0,24.877,76.301,7.041,91.922,Cotton
110.0,39.0,25.0,22.606,77.343,7.209,75.136,Cotton
131.0,38.0,19.0,23.868,75.683,6.814,90.455,Cotton
108.0,38.0,24.0,23.41,76.438,7.442,78.822,Cotton
122.0,40.0,17.0,24.964,81.317,6.855,80.04,Cotton
111.0,50.0,15.0,25.168,80.304,7.885,84.624,Cotton
140.0,40.0,17.0,22.728,77.076,6.006,77.552,Cotton
100.0,40.0,20.0,22.451,76.257,7.432,86.85,Cotton
123.0,50.0,16.0,23.049,75.538,6.498,70.656,Cotton
107.0,36.0,21.0,25.293,75.667,6.205,62.642,Cotton
118.0,50.0,19.0,22.956,82.337,6.361,66.483,Cotton
103.0,51.0,20.0,22.802,84.147,7.047,91.639,Cotton
133.0,57.0,19.0,23.542,75.982,7.947,84.125,Cotton
129.0,47.0,20.0,24.412,80.803,6.282,98.605,Cotton
116.0,52.0,19.0,22.943,75.372,6.115,67.08,Cotton
114.0,40.0,23.0,25.537,81.137,6.754,95.426,Cotton
131.0,60.0,17.0,25.32,81.795,7.425,83.465,Cotton
107.0,43.0,18.0,22.427,81.535,6.745,65.545,Cotton
123.0,44.0,21.0,25.785,75.005,7.641,91.396,Cotton
112.0,49.0,25.0,25.69,77.906,6.47,66.194,Cotton
119.0,44.0,15.0,22.146,82.86,7.092,60.654,Cotton
130.0,59.0,19.0,25.073,82.503,6.52,93.51,Cotton
127.0,53.0,24.0,22.215,76.179,6.128,70.406,Cotton
134.0,52.0,18.0,23.964,76.592,7.995,76.131,Cotton
109.0,36.0,18.0,25.401,76.532,7.525,62.514,Cotton
100.0,48.0,17.0,23.781,83.039,7.828,66.266,Cotton
132.0,52.0,19.0,24.164,76.743,6.437,61.946,Cotton
102.0,37.0,25.0,25.315,77.918,5.908,72.829,Cotton
111.0,39.0,22.0,22.604,80.351,6.135,88.574,Cotton
117.0,51.0,15.0,22.954,78.716,6.045,99.753,Cotton
136.0,36.0,24.0,22.744,80.412,7.598,90.073,Cotton
134.0,56.0,18.0,23.808,83.919,6.691,70.974,Cotton
112.0,54.0,15.0,25.462,81.566,6.175,76.886,Cotton
105.0,56.0,15.0,25.968,81.979,7.272,74.142,Cotton
140.0,45.0,15.0,25.531,80.047,5.801,99.396,Cotton
126.0,46.0,25.0,24.438,81.698,6.757,60.796,Cotton
106.0,49.0,24.0,23.039,76.47,6.983,90.648,Cotton
121.0,53.0,19.0,23.513,76.726,7.977,80.113,Cotton
108.0,60.0,17.0,22.758,76.758,6.559,97.766,Cotton
116.0,56.0,17.0,24.713,77.729,7.979,85.25,Cotton
100.0,52.0,19.0,23.46,82.448,7.904,93.502,Cotton
129.0,43.0,16.0,25.55,77.851,6.732,78.585,Cotton
118.0,44.0,23.0,22.085,82.829,6.692,67.065,Cotton
117.0,43.0,25.0,24.689,78.512,7.84,69.312,Cotton
126.0,37.0,21.0,25.85,84.169,6.614,77.034,Cotton
120.0,48.0,16.0,22.461,75.41,7.457,71.854,Cotton
102.0,45.0,16.0,23.656,77.524,7.294,74.898,Cotton
131.0,56.0,20.0,22.008,81.839,7.763,92.236,Cotton
114.0,40.0,17.0,24.326,80.135,6.363,69.451,Cotton
101.0,37.0,18.0,22.924,82.687,7.637,92.919,Cotton
106.0,46.0,20.0,23.438,78.634,6.201,81.151,Cotton
113.0,38.0,20.0,22.107,78.583,6.365,74.941,Cotton
102.0,53.0,21.0,23.038,76.11,6.914,91.497,Cotton
110.0,39.0,18.0,24.548,75.398,7.766,63.881,Cotton
107.0,58.0,15.0,23.739,75.775,7.556,76.637,Cotton
120.0,60.0,15.0,22.319,83.861,7.288,65.357,Cotton
89.0,47.0,38.0,25.525,72.249,6.003,151.887,Jute
60.0,37.0,39.0,26.591,82.942,6.033,161.247,Jute
63.0,41.0,45.0,25.298,86.887,7.122,196.625,Jute
86.0,40.0,39.0,25.721,88.165,6.207,175.609,Jute
96.0,41.0,40.0,23.584,72.005,6.09,190.424,Jute
100.0,35.0,36.0,25.31,72.014,6.347,190.558,Jute
63.0,37.0,43.0,23.418,85.086,6.662,185.745,Jute
70.0,43.0,40.0,24.356,88.804,6.177,169.117,Jute
67.0,55.0,44.0,26.284,75.146,7.252,182.269,Jute
74.0,40.0,40.0,25.138,83.121,6.386,169.339,Jute
89.0,53.0,44.0,24.887,71.917,7.32,150.25,Jute
74.0,46.0,45.0,25.757,88.367,6.025,189.426,Jute
89.0,41.0,38.0,23.128,74.683,6.345,199.836,Jute
60.0,55.0,40.0,24.995,88.957,7.028,151.494,Jute
67.0,43.0,38.0,25.216,70.883,7.299,195.865,Jute
70.0,38.0,35.0,24.397,79.269,7.014,164.27,Jute
74.0,49.0,38.0,23.314,71.451,7.488,164.497,Jute
90.0,40.0,39.0,25.727,81.862,6.627,191.965,Jute
82.0,35.0,44.0,26.967,78.21,6.239,169.839,Jute
73.0,45.0,37.0,23.705,74.637,6.743,181.278,Jute
85.0,53.0,38.0,24.901,73.842,6.588,153.899,Jute
81.0,56.0,36.0,23.396,72.605,7.098,174.788,Jute
84.0,55.0,38.0,26.875,79.787,6.957,173.102,Jute
80.0,45.0,42.0,23.143,74.997,7.38,151.904,Jute
76.0,54.0,45.0,24.295,77.63,6.177,184.98,Jute
76.0,56.0,39.0,24.395,89.891,6.551,197.122,Jute
81.0,40.0,45.0,25.763,80.762,6.428,174.507,Jute
76.0,44.0,45.0,25.488,84.482,6.741,168.785,Jute
69.0,47.0,40.0,25.371,76.24,6.13,183.827,Jute
82.0,40.0,45.0,26.213,81.705,6.668,180.124,Jute
69.0,57.0,35.0,24.307,78.543,6.187,186.234,Jute
81.0,36.0,38.0,23.766,87.983,6.335,150.317,Jute
67.0,60.0,38.0,24.799,78.53,7.162,162.285,Jute
72.0,51.0,40.0,23.207,74.1,7.422,199.477,Jute
65.0,39.0,45.0,23.668,70.89,6.768,184.463,Jute
78.0,50.0,43.0,25.124,85.725,6.348,159.572,Jute
77.0,52.0,41.0,23.891,83.464,6.097,167.723,Jute
89.0,52.0,42.0,23.094,81.451,6.141,196.659,Jute
62.0,49.0,37.0,24.217,82.853,7.479,166.137,Jute
90.0,48.0,45.0,24.065,71.313,6.509,153.639,Jute
66.0,47.0,36.0,24.854,74.441,6.573,175.573,Jute
80.0,52.0,39.0,26.419,76.857,7.166,197.21,Jute
89.0,52.0,45.0,24.893,77.012,7.207,196.47,Jute
77.0,51.0,44.0,23.256,82.702,7.124,166.216,Jute
94.0,37.0,41.0,24.763,87.061,6.464,179.163,Jute
75.0,41.0,35.0,24.97,78.627,6.857,166.642,Jute
60.0,55.0,36.0,26.128,80.492,7.132,150.633,Jute
62.0,56.0,35.0,25.978,81.658,6.235,163.349,Jute
84.0,40.0,42.0,26.283,73.358,6.704,186.69,Jute
100.0,56.0,40.0,26.389,83.312,7.433,176.152,Jute
75.0,56.0,44.0,25.275,73.746,6.109,168.043,Jute
78.0,46.0,42.0,23.095,78.46,7.095,155.385,Jute
82.0,48.0,36.0,25.794,81.769,6.352,193.242,Jute
100.0,58.0,41.0,23.174,87.883,6.659,160.622,Jute
88.0,50.0,40.0,25.632,79.952,7.052,182.258,Jute
67.0,41.0,40.0,25.849,87.817,7.333,152.619,Jute
72.0,42.0,43.0,26.568,80.904,6.353,181.292,Jute
89.0,40.0,43.0,26.245,72.972,7.124,189.971,Jute
89.0,57.0,43.0,26.915,73.199,6.999,177.223,Jute
61.0,41.0,44.0,24.37,82.113,6.538,159.921,Jute
79.0,45.0,43.0,25.719,79.155,7.171,187.174,Jute
84.0,40.0,43.0,25.012,88.331,7.228,169.417,Jute
98.0,43.0,35.0,25.408,76.44,7.32,188.637,Jute
75.0,36.0,44.0,23.281,74.276,6.613,153.745,Jute
89.0,58.0,35.0,23.987,82.091,6.097,167.058,Jute
91.0,41.0,37.0,24.486,83.206,6.133,192.232,Jute
77.0,48.0,36.0,25.867,84.1,7.36,154.839,Jute
66.0,58.0,35.0,23.564,79.463,7.322,185.259,Jute
62.0,59.0,41.0,24.225,74.895,7.175,192.493,Jute
82.0,35.0,35.0,25.494,86.971,7.299,176.527,Jute
61.0,41.0,35.0,24.972,79.476,6.843,195.757,Jute
99.0,57.0,38.0,24.806,82.093,6.356,156.362,Jute
70.0,42.0,43.0,23.168,76.667,6.508,157.122,Jute
90.0,59.0,35.0,24.251,89.865,7.098,175.174,Jute
73.0,43.0,42.0,26.584,78.008,6.311,154.824,Jute
67.0,46.0,44.0,26.825,78.204,7.093,153.92,Jute
84.0,37.0,42.0,25.497,81.134,6.691,169.929,Jute
72.0,41.0,36.0,24.099,80.572,6.188,176.86,Jute
71.0,56.0,37.0,23.189,86.209,6.492,176.104,Jute
64.0,53.0,38.0,26.243,78.511,6.855,183.407,Jute
65.0,54.0,39.0,23.751,71.148,7.125,160.089,Jute
60.0,58.0,37.0,26.139,79.119,6.067,171.489,Jute
86.0,39.0,43.0,26.146,71.237,6.432,193.101,Jute
90.0,50.0,44.0,26.916,73.487,6.253,171.472,Jute
91.0,38.0,36.0,26.523,77.173,7.287,157.855,Jute
87.0,48.0,38.0,23.816,80.94,7.162,190.312,Jute
72.0,41.0,36.0,26.508,86.843,6.066,152.98,Jute
71.0,54.0,35.0,26.64,70.957,7.311,199.336,Jute
82.0,46.0,41.0,23.325,79.796,6.582,187.31,Jute
71.0,52.0,43.0,26.475,73.962,6.733,180.251,Jute
80.0,43.0,43.0,23.788,74.368,6.015,172.644,Jute
77.0,55.0,43.0,25.499,76.0,6.664,193.714,Jute
95.0,57.0,41.0,23.249,73.653,6.435,184.767,Jute
63.0,47.0,35.0,26.986,89.056,7.433,193.878,Jute
93.0,43.0,38.0,23.615,86.143,6.987,150.236,Jute
87.0,44.0,43.0,23.875,86.793,6.719,177.515,Jute
88.0,52.0,39.0,23.929,88.071,6.88,154.661,Jute
90.0,39.0,37.0,24.814,81.687,6.861,190.789,Jute
90.0,39.0,43.0,24.447,82.286,6.769,190.968,Jute
84.0,38.0,43.0,26.574,73.82,7.262,159.322,Jute
91.0,21.0,26.0,26.334,57.365,7.261,191.655,Coffee
107.0,21.0,26.0,26.453,55.322,7.235,144.686,Coffee
83.0,38.0,35.0,25.708,52.887,7.189,136.733,Coffee
108.0,24.0,31.0,24.128,56.181,6.432,147.276,Coffee
116.0,28.0,34.0,23.444,60.395,6.423,122.21,Coffee
116.0,23.0,25.0,23.412,52.27,6.87,139.367,Coffee
109.0,31.0,27.0,23.06,50.406,6.974,164.497,Coffee
89.0,25.0,34.0,23.079,63.659,7.185,129.877,Coffee
118.0,18.0,32.0,27.65,51.11,6.352,122.839,Coffee
111.0,32.0,34.0,25.467,69.352,6.392,171.376,Coffee
84.0,36.0,28.0,26.735,55.552,6.12,140.631,Coffee
85.0,33.0,25.0,26.208,52.51,6.911,189.094,Coffee
99.0,15.0,27.0,27.042,57.279,6.501,165.687,Coffee
81.0,30.0,31.0,24.651,51.94,7.028,135.139,Coffee
95.0,39.0,29.0,27.352,55.994,7.134,148.981,Coffee
81.0,34.0,30.0,25.178,62.262,6.648,135.012,Coffee
80.0,15.0,28.0,23.114,68.001,6.703,161.894,Coffee
104.0,20.0,26.0,27.228,52.953,7.493,175.726,Coffee
109.0,29.0,28.0,23.263,60.516,6.725,194.176,Coffee
100.0,32.0,26.0,25.235,57.532,6.043,124.226,Coffee
100.0,24.0,28.0,25.595,57.729,7.102,195.773,Coffee
83.0,21.0,28.0,25.567,60.492,7.467,190.226,Coffee
120.0,23.0,28.0,25.673,51.29,6.878,196.274,Coffee
104.0,26.0,30.0,24.407,62.657,6.411,148.698,Coffee
108.0,33.0,31.0,23.693,66.761,7.394,144.658,Coffee
91.0,25.0,26.0,24.535,66.998,7.482,180.506,Coffee
86.0,26.0,27.0,27.131,52.894,6.081,192.428,Coffee
98.0,18.0,27.0,27.561,68.493,6.516,167.436,Coffee
111.0,27.0,31.0,23.593,55.276,6.043,191.398,Coffee
84.0,39.0,35.0,23.177,52.139,6.959,117.311,Coffee
98.0,27.0,27.0,24.714,51.291,7.238,197.644,Coffee
118.0,21.0,34.0,24.385,64.725,7.234,119.632,Coffee
103.0,27.0,31.0,27.16,51.591,6.692,126.175,Coffee
82.0,24.0,33.0,26.535,67.096,6.81,120.649,Coffee
86.0,31.0,35.0,27.012,60.766,6.486,191.451,Coffee
88.0,35.0,35.0,27.559,58.457,6.784,117.939,Coffee
84.0,27.0,29.0,23.323,53.004,7.167,168.264,Coffee
120.0,40.0,33.0,24.239,54.303,6.734,115.156,Coffee
106.0,40.0,30.0,23.426,64.107,6.78,122.685,Coffee
113.0,21.0,33.0,26.022,55.833,7.277,176.902,Coffee
117.0,34.0,25.0,24.838,56.769,7.213,124.414,Coffee
80.0,30.0,25.0,26.241,65.644,7.487,148.377,Coffee
88.0,21.0,27.0,24.43,66.024,7.231,181.637,Coffee
